customer_id,signup_date,plan,region,segment,monthly_spend,support_tickets,days_active,engagement_score,churned,tenure_days,last_activity_date,signup_month,cohort
CUST0247,2022-08-01,Pro,Europe,Individual,28.35,1,416,24,1,444,2023-10-19,2022-08,2022-08
CUST0248,2022-07-01,Basic,Europe,SMB,34.25,1,155,42,1,233,2023-02-19,2022-07,2022-07
CUST0249,2022-03-01,Free,Europe,Individual,32.14,0,613,62,0,682,2024-01-12,2022-03,2022-03
CUST0250,2023-05-01,Enterprise,Asia,Individual,23.89,0,579,76,0,626,2025-01-16,2023-05,2023-05
CUST0251,2024-09-01,Free,Europe,Individual,16.46,2,353,70,1,367,2025-09-03,2024-09,2024-09
CUST0252,2022-12-01,Pro,Asia,Individual,78.21,1,233,32,1,316,2023-10-13,2022-12,2022-12
CUST0253,2023-10-01,Pro,Africa,Individual,28.0,3,201,43,0,234,2024-05-22,2023-10,2023-10
CUST0254,2023-10-01,Free,Europe,Individual,77.33,3,246,30,1,305,2024-08-01,2023-10,2023-10
CUST0255,2024-06-01,Pro,Asia,Individual,14.46,0,274,71,0,335,2025-05-02,2024-06,2024-06
CUST0256,2022-08-01,Enterprise,LATAM,Individual,46.83,0,365,36,0,366,2023-08-02,2022-08,2022-08
CUST0257,2024-03-01,Free,Europe,SMB,39.13,3,327,56,0,406,2025-04-11,2024-03,2024-03
CUST0258,2024-03-01,Pro,Europe,SMB,18.4,4,211,32,0,229,2024-10-16,2024-03,2024-03
CUST0259,2024-10-01,Basic,Asia,SMB,26.58,2,363,81,0,411,2025-11-16,2024-10,2024-10
CUST0260,2023-09-01,Basic,Asia,Individual,34.73,1,540,27,0,617,2025-05-10,2023-09,2023-09
CUST0261,2024-06-01,Basic,LATAM,Individual,19.81,0,412,75,0,499,2025-10-13,2024-06,2024-06
CUST0262,2024-09-01,Free,Europe,SMB,30.39,4,228,89,0,255,2025-05-14,2024-09,2024-09
CUST0263,2024-04-01,Enterprise,Africa,SMB,5.0,1,361,63,0,408,2025-05-14,2024-04,2024-04
CUST0264,2024-09-01,Enterprise,North America,SMB,47.81,2,194,79,0,230,2025-04-19,2024-09,2024-09
CUST0265,2022-05-01,Basic,North America,Individual,57.09,4,271,60,0,344,2023-04-10,2022-05,2022-05
CUST0266,2023-07-01,Pro,Asia,Enterprise,43.18,3,256,40,0,304,2024-04-30,2023-07,2023-07
CUST0267,2022-04-01,Basic,North America,Individual,75.76,1,585,61,0,632,2023-12-24,2022-04,2022-04
CUST0268,2024-11-01,Basic,North America,SMB,47.28,0,480,93,0,552,2026-05-07,2024-11,2024-11
CUST0269,2023-05-01,Pro,Europe,SMB,55.57,1,225,93,0,312,2024-03-08,2023-05,2023-05
CUST0270,2024-04-01,Basic,North America,SMB,57.29,2,233,48,1,261,2024-12-18,2024-04,2024-04
CUST0271,2024-06-01,Basic,North America,Individual,5.0,2,487,99,1,546,2025-11-29,2024-06,2024-06
CUST0272,2024-05-01,Pro,Africa,Individual,42.63,0,286,84,0,314,2025-03-11,2024-05,2024-05
CUST0273,2022-06-01,Basic,North America,SMB,10.11,0,558,36,0,615,2024-02-06,2022-06,2022-06
CUST0274,2024-11-01,Free,Asia,Individual,13.74,2,301,49,1,348,2025-10-15,2024-11,2024-11
CUST0275,2025-01-01,Free,LATAM,Individual,16.87,3,38,45,1,60,2025-03-02,2025-01,2025-01
CUST0276,2023-12-01,Basic,Africa,Individual,29.37,1,230,72,0,256,2024-08-13,2023-12,2023-12
CUST0277,2024-05-01,Pro,North America,Enterprise,46.71,3,88,38,0,94,2024-08-03,2024-05,2024-05
CUST0278,2024-07-01,Basic,LATAM,Individual,42.81,1,422,72,1,470,2025-10-14,2024-07,2024-07
CUST0279,2024-11-01,Pro,Europe,Enterprise,34.77,1,148,36,1,201,2025-05-21,2024-11,2024-11
CUST0280,2024-09-01,Basic,Asia,SMB,48.01,7,582,65,0,649,2026-06-12,2024-09,2024-09
CUST0281,2023-09-01,Basic,Asia,Enterprise,49.1,0,428,72,0,505,2025-01-18,2023-09,2023-09
CUST0282,2024-08-01,Free,LATAM,Enterprise,42.97,0,360,83,0,401,2025-09-06,2024-08,2024-08
CUST0283,2023-11-01,Basic,Europe,SMB,5.0,3,296,64,1,369,2024-11-04,2023-11,2023-11
CUST0284,2024-09-01,Pro,Asia,Individual,21.69,1,549,68,1,607,2026-05-01,2024-09,2024-09
CUST0285,2022-03-01,Pro,Europe,Individual,35.47,1,509,38,1,552,2023-09-04,2022-03,2022-03
CUST0286,2023-06-01,Basic,LATAM,Individual,48.2,3,163,90,0,188,2023-12-06,2023-06,2023-06
CUST0287,2024-01-01,Free,Africa,SMB,11.09,1,384,84,0,406,2025-02-10,2024-01,2024-01
CUST0288,2024-07-01,Free,North America,Individual,34.8,1,613,56,0,685,2026-05-17,2024-07,2024-07
CUST0289,2022-03-01,Free,Africa,Individual,6.82,4,527,89,0,534,2023-08-17,2022-03,2022-03
CUST0290,2023-12-01,Pro,North America,Individual,53.47,1,136,45,0,188,2024-06-06,2023-12,2023-12
CUST0291,2024-08-01,Free,North America,Enterprise,39.36,2,319,21,1,332,2025-06-29,2024-08,2024-08
CUST0292,2023-10-01,Basic,North America,Individual,10.77,2,176,78,0,246,2024-06-03,2023-10,2023-10
CUST0293,2023-11-01,Basic,Europe,Individual,10.65,2,356,24,0,362,2024-10-28,2023-11,2023-11
CUST0294,2022-02-01,Free,Asia,Individual,41.97,2,444,56,1,452,2023-04-29,2022-02,2022-02
CUST0295,2024-03-01,Basic,North America,Enterprise,59.75,1,239,50,0,241,2024-10-28,2024-03,2024-03
CUST0296,2022-02-01,Free,North America,SMB,15.26,2,325,95,1,402,2023-03-10,2022-02,2022-02
CUST0297,2024-02-01,Basic,Africa,Individual,49.16,1,427,67,0,443,2025-04-19,2024-02,2024-02
CUST0298,2023-05-01,Free,LATAM,Individual,25.24,1,132,25,0,175,2023-10-23,2023-05,2023-05
CUST0299,2024-09-01,Pro,LATAM,Individual,49.82,0,537,34,1,622,2026-05-16,2024-09,2024-09
CUST0300,2022-09-01,Free,LATAM,Individual,47.3,1,238,34,0,283,2023-06-11,2022-09,2022-09
CUST0301,2024-05-01,Enterprise,Asia,Enterprise,37.8,2,457,80,1,546,2025-10-29,2024-05,2024-05
CUST0302,2024-02-01,Basic,North America,SMB,5.0,3,422,35,1,479,2025-05-25,2024-02,2024-02
CUST0303,2024-11-01,Pro,Europe,SMB,47.26,0,138,39,1,165,2025-04-15,2024-11,2024-11
CUST0304,2024-01-01,Basic,Asia,Enterprise,44.04,2,377,96,0,390,2025-01-25,2024-01,2024-01
CUST0305,2023-12-01,Pro,North America,Individual,42.39,0,79,63,1,87,2024-02-26,2023-12,2023-12
CUST0306,2023-01-01,Pro,Asia,SMB,38.52,2,134,61,0,159,2023-06-09,2023-01,2023-01
CUST0307,2022-07-01,Basic,North America,Enterprise,19.18,4,449,65,0,450,2023-09-24,2022-07,2022-07
CUST0308,2024-12-01,Basic,Europe,Individual,54.49,2,402,53,0,476,2026-03-22,2024-12,2024-12
CUST0309,2023-08-01,Basic,Europe,SMB,51.17,1,56,83,0,136,2023-12-15,2023-08,2023-08
CUST0310,2022-01-01,Basic,Asia,Individual,15.64,1,302,48,1,335,2022-12-02,2022-01,2022-01
CUST0311,2022-08-01,Free,Asia,Individual,58.66,3,369,22,0,387,2023-08-23,2022-08,2022-08
CUST0312,2023-04-01,Basic,Asia,Individual,37.37,2,330,28,0,368,2024-04-03,2023-04,2023-04
CUST0313,2023-02-01,Basic,North America,Individual,37.32,1,509,94,1,590,2024-09-13,2023-02,2023-02
CUST0314,2022-12-01,Basic,North America,SMB,31.83,3,573,94,0,585,2024-07-08,2022-12,2022-12
CUST0315,2023-11-01,Pro,LATAM,Enterprise,33.6,2,586,44,0,590,2025-06-13,2023-11,2023-11
CUST0316,2023-03-01,Pro,Asia,SMB,59.68,1,294,61,0,343,2024-02-07,2023-03,2023-03
CUST0317,2024-04-01,Enterprise,North America,Enterprise,53.6,2,571,65,1,593,2025-11-15,2024-04,2024-04
CUST0318,2024-10-01,Free,LATAM,Enterprise,53.21,1,625,92,0,712,2026-09-13,2024-10,2024-10
CUST0319,2022-02-01,Basic,North America,Individual,38.32,2,195,78,1,223,2022-09-12,2022-02,2022-02
CUST0320,2024-08-01,Basic,Europe,SMB,51.01,0,345,40,0,416,2025-09-21,2024-08,2024-08
CUST0321,2023-11-01,Basic,North America,Individual,19.98,3,30,93,0,55,2023-12-26,2023-11,2023-11
CUST0322,2023-10-01,Pro,Asia,SMB,45.5,3,290,41,1,368,2024-10-03,2023-10,2023-10
CUST0323,2024-01-01,Free,Asia,Enterprise,32.24,1,92,48,0,148,2024-05-28,2024-01,2024-01
CUST0324,2023-10-01,Pro,North America,Individual,5.0,1,512,82,0,512,2025-02-24,2023-10,2023-10
CUST0325,2023-10-01,Basic,LATAM,SMB,6.45,0,350,92,0,377,2024-10-12,2023-10,2023-10
CUST0326,2022-06-01,Basic,Europe,SMB,23.07,2,230,80,0,291,2023-03-19,2022-06,2022-06
CUST0327,2023-03-01,Basic,North America,SMB,42.47,0,251,83,0,297,2023-12-23,2023-03,2023-03
CUST0328,2025-01-01,Basic,North America,Individual,23.08,3,181,88,0,258,2025-09-16,2025-01,2025-01
CUST0329,2024-09-01,Basic,North America,Individual,24.36,0,491,59,0,549,2026-03-04,2024-09,2024-09
CUST0330,2022-08-01,Basic,North America,Individual,48.74,1,246,94,1,276,2023-05-04,2022-08,2022-08
CUST0331,2022-05-01,Free,Asia,Individual,25.01,2,225,20,0,294,2023-02-19,2022-05,2022-05
CUST0332,2022-04-01,Basic,LATAM,Individual,58.95,4,231,84,0,279,2023-01-05,2022-04,2022-04
CUST0333,2022-06-01,Free,Europe,SMB,55.97,1,263,81,1,267,2023-02-23,2022-06,2022-06
CUST0334,2024-08-01,Basic,North America,Individual,35.39,4,170,73,0,200,2025-02-17,2024-08,2024-08
CUST0335,2024-06-01,Basic,North America,Enterprise,48.56,0,527,79,0,563,2025-12-16,2024-06,2024-06
CUST0336,2024-11-01,Basic,North America,SMB,46.11,1,584,65,0,662,2026-08-25,2024-11,2024-11
CUST0337,2023-04-01,Pro,Europe,SMB,30.58,2,86,24,0,100,2023-07-10,2023-04,2023-04
CUST0338,2023-01-01,Free,LATAM,Individual,50.51,0,533,41,0,584,2024-08-07,2023-01,2023-01
CUST0339,2024-06-01,Pro,North America,SMB,53.16,1,171,72,0,239,2025-01-26,2024-06,2024-06
CUST0340,2023-07-01,Free,Asia,Enterprise,17.86,4,613,89,1,623,2025-03-15,2023-07,2023-07
CUST0341,2023-05-01,Basic,LATAM,Individual,37.76,1,568,51,0,610,2024-12-31,2023-05,2023-05
CUST0342,2023-07-01,Pro,Europe,Individual,37.57,1,135,30,0,204,2024-01-21,2023-07,2023-07
CUST0343,2024-04-01,Free,LATAM,SMB,50.29,4,194,29,0,216,2024-11-03,2024-04,2024-04
CUST0344,2024-02-01,Basic,Asia,Individual,27.01,0,244,58,0,283,2024-11-10,2024-02,2024-02
CUST0345,2025-01-01,Basic,Asia,Individual,24.24,3,100,50,1,162,2025-06-12,2025-01,2025-01
CUST0346,2024-02-01,Basic,Europe,Individual,38.04,3,608,31,0,609,2025-10-02,2024-02,2024-02
CUST0347,2023-11-01,Free,Europe,Individual,56.26,0,119,99,0,197,2024-05-16,2023-11,2023-11
CUST0348,2022-09-01,Free,North America,SMB,13.41,4,257,57,0,343,2023-08-10,2022-09,2022-09
CUST0349,2022-12-01,Pro,Europe,Individual,16.55,2,108,86,0,193,2023-06-12,2022-12,2022-12
CUST0350,2022-01-01,Basic,North America,Enterprise,25.63,2,637,85,1,709,2023-12-11,2022-01,2022-01
CUST0351,2022-01-01,Free,Asia,SMB,28.83,1,378,71,0,424,2023-03-01,2022-01,2022-01
CUST0352,2024-10-01,Basic,North America,SMB,5.0,2,275,24,1,304,2025-08-01,2024-10,2024-10
CUST0353,2024-08-01,Pro,Africa,SMB,61.97,0,301,30,1,316,2025-06-13,2024-08,2024-08
CUST0354,2024-01-01,Free,Asia,Enterprise,32.65,3,432,44,1,490,2025-05-05,2024-01,2024-01
CUST0355,2022-01-01,Basic,Europe,Individual,29.96,1,145,54,0,191,2022-07-11,2022-01,2022-01
CUST0356,2023-04-01,Basic,North America,Enterprise,64.21,3,464,54,0,493,2024-08-06,2023-04,2023-04
CUST0357,2022-05-01,Enterprise,LATAM,SMB,47.92,2,559,41,0,567,2023-11-19,2022-05,2022-05
CUST0358,2023-10-01,Free,LATAM,SMB,25.36,0,471,56,1,535,2025-03-19,2023-10,2023-10
CUST0359,2024-05-01,Basic,Asia,SMB,37.96,3,201,74,1,259,2025-01-15,2024-05,2024-05
CUST0360,2022-03-01,Basic,North America,Individual,34.25,2,45,94,1,108,2022-06-17,2022-03,2022-03
CUST0361,2022-12-01,Basic,Europe,Individual,61.07,1,85,91,0,92,2023-03-03,2022-12,2022-12
CUST0362,2024-02-01,Basic,North America,SMB,31.99,2,620,83,0,671,2025-12-03,2024-02,2024-02
CUST0363,2023-04-01,Basic,North America,Individual,9.04,0,132,39,0,149,2023-08-28,2023-04,2023-04
CUST0364,2025-01-01,Pro,LATAM,SMB,5.0,2,313,23,1,394,2026-01-30,2025-01,2025-01
CUST0365,2023-10-01,Pro,Asia,Individual,61.55,4,546,37,1,603,2025-05-26,2023-10,2023-10
CUST0366,2024-05-01,Basic,Asia,Individual,20.8,1,647,70,0,695,2026-03-27,2024-05,2024-05
CUST0367,2023-02-01,Pro,LATAM,Individual,47.06,2,307,87,0,338,2024-01-05,2023-02,2023-02
CUST0368,2024-04-01,Basic,Asia,Individual,36.29,1,641,39,1,688,2026-02-18,2024-04,2024-04
CUST0369,2022-05-01,Basic,Europe,SMB,27.5,2,298,28,1,342,2023-04-08,2022-05,2022-05
CUST0370,2024-06-01,Free,Europe,Individual,30.32,2,429,99,0,482,2025-09-26,2024-06,2024-06
CUST0371,2022-05-01,Enterprise,Africa,Enterprise,63.5,3,532,45,1,616,2024-01-07,2022-05,2022-05
CUST0372,2022-12-01,Free,North America,SMB,8.93,2,115,44,1,160,2023-05-10,2022-12,2022-12
CUST0373,2023-04-01,Free,Africa,Individual,28.04,0,349,87,1,379,2024-04-14,2023-04,2023-04
CUST0374,2024-02-01,Free,LATAM,SMB,51.32,0,61,60,0,97,2024-05-08,2024-02,2024-02
CUST0375,2024-02-01,Basic,North America,Enterprise,11.9,0,365,78,0,380,2025-02-15,2024-02,2024-02
CUST0376,2023-09-01,Free,Asia,SMB,58.71,3,80,64,1,125,2024-01-04,2023-09,2023-09
CUST0377,2024-12-01,Free,LATAM,Individual,51.06,3,108,60,0,153,2025-05-03,2024-12,2024-12
CUST0378,2024-09-01,Free,Asia,Enterprise,39.89,2,203,57,1,280,2025-06-08,2024-09,2024-09
CUST0379,2024-06-01,Free,Africa,SMB,25.94,0,647,38,0,720,2026-05-22,2024-06,2024-06
CUST0380,2025-01-01,Basic,Africa,Individual,9.59,3,530,33,0,618,2026-09-11,2025-01,2025-01
CUST0381,2023-11-01,Pro,Europe,Individual,47.73,0,604,40,0,664,2025-08-26,2023-11,2023-11
CUST0382,2022-10-01,Basic,Europe,SMB,84.48,1,105,34,1,150,2023-02-28,2022-10,2022-10
CUST0383,2022-05-01,Basic,Africa,Individual,37.63,3,345,22,1,395,2023-05-31,2022-05,2022-05
CUST0384,2024-12-01,Pro,Asia,Enterprise,5.0,3,402,56,0,463,2026-03-09,2024-12,2024-12
CUST0385,2024-10-01,Free,North America,Individual,43.24,2,110,65,1,144,2025-02-22,2024-10,2024-10
CUST0386,2024-07-01,Free,North America,Enterprise,50.48,1,100,35,1,180,2024-12-28,2024-07,2024-07
CUST0387,2022-10-01,Enterprise,Asia,SMB,18.48,4,100,33,1,141,2023-02-19,2022-10,2022-10
CUST0388,2023-07-01,Basic,Africa,Individual,23.38,6,75,28,1,119,2023-10-28,2023-07,2023-07
CUST0389,2024-08-01,Free,LATAM,Individual,21.55,2,76,26,0,143,2024-12-22,2024-08,2024-08
CUST0390,2022-01-01,Basic,Asia,SMB,25.44,0,620,33,0,694,2023-11-26,2022-01,2022-01
CUST0391,2022-05-01,Free,North America,SMB,31.9,3,451,25,0,497,2023-09-10,2022-05,2022-05
CUST0392,2022-04-01,Basic,North America,SMB,19.5,0,178,34,1,256,2022-12-13,2022-04,2022-04
CUST0393,2023-04-01,Free,LATAM,Individual,12.75,0,159,71,0,188,2023-10-06,2023-04,2023-04
CUST0394,2023-12-01,Free,North America,Individual,38.14,0,485,91,0,508,2025-04-22,2023-12,2023-12
CUST0395,2023-04-01,Free,North America,Individual,31.71,0,534,53,0,599,2024-11-20,2023-04,2023-04
CUST0396,2022-02-01,Enterprise,North America,SMB,27.15,4,273,20,1,315,2022-12-13,2022-02,2022-02
CUST0397,2024-04-01,Pro,Asia,Individual,36.5,0,503,88,1,536,2025-09-19,2024-04,2024-04
CUST0398,2024-08-01,Free,Africa,Individual,7.64,0,411,39,1,433,2025-10-08,2024-08,2024-08
CUST0399,2024-03-01,Free,North America,SMB,39.74,6,132,99,0,192,2024-09-09,2024-03,2024-03
CUST0400,2023-08-01,Pro,Europe,Enterprise,27.52,3,518,26,1,554,2025-02-05,2023-08,2023-08
CUST0401,2023-12-01,Free,Asia,Individual,39.31,4,66,26,1,78,2024-02-17,2023-12,2023-12
CUST0402,2022-12-01,Free,Africa,Individual,42.19,3,578,69,0,648,2024-09-09,2022-12,2022-12
CUST0403,2024-11-01,Enterprise,North America,SMB,55.36,2,549,21,1,555,2026-05-10,2024-11,2024-11
CUST0404,2024-09-01,Free,Europe,SMB,36.85,2,362,66,0,403,2025-10-09,2024-09,2024-09
CUST0405,2024-09-01,Pro,Europe,Individual,54.2,1,426,33,1,463,2025-12-08,2024-09,2024-09
CUST0406,2025-01-01,Enterprise,LATAM,Enterprise,29.21,2,325,50,1,376,2026-01-12,2025-01,2025-01
CUST0407,2022-12-01,Basic,Europe,Enterprise,30.06,0,136,69,0,179,2023-05-29,2022-12,2022-12
CUST0408,2022-03-01,Free,North America,Individual,33.36,3,559,80,0,622,2023-11-13,2022-03,2022-03
CUST0409,2022-01-01,Free,Asia,Individual,48.93,2,112,60,0,124,2022-05-05,2022-01,2022-01
CUST0410,2024-09-01,Pro,LATAM,SMB,46.36,2,317,33,0,404,2025-10-10,2024-09,2024-09
CUST0411,2022-10-01,Pro,North America,SMB,37.43,3,490,24,1,517,2024-03-01,2022-10,2022-10
CUST0412,2024-05-01,Pro,LATAM,Individual,12.9,0,244,94,0,325,2025-03-22,2024-05,2024-05
CUST0413,2023-01-01,Free,North America,SMB,46.04,2,310,24,1,310,2023-11-07,2023-01,2023-01
CUST0414,2022-12-01,Pro,Asia,SMB,19.49,0,488,83,0,530,2024-05-14,2022-12,2022-12
CUST0415,2024-07-01,Enterprise,Europe,Individual,18.51,0,373,48,0,414,2025-08-19,2024-07,2024-07
CUST0416,2022-02-01,Basic,Asia,SMB,14.51,3,223,94,0,272,2022-10-31,2022-02,2022-02
CUST0417,2024-11-01,Enterprise,Europe,Enterprise,33.5,1,187,24,0,246,2025-07-05,2024-11,2024-11
CUST0418,2023-11-01,Pro,LATAM,Individual,56.81,2,494,55,0,494,2025-03-09,2023-11,2023-11
CUST0419,2023-05-01,Pro,Asia,Individual,17.62,1,133,98,0,183,2023-10-31,2023-05,2023-05
CUST0420,2024-02-01,Basic,Asia,Individual,65.21,0,63,38,0,78,2024-04-19,2024-02,2024-02
CUST0421,2022-08-01,Free,LATAM,Enterprise,51.38,4,131,83,1,169,2023-01-17,2022-08,2022-08
CUST0422,2024-05-01,Free,LATAM,Enterprise,8.64,0,354,41,0,368,2025-05-04,2024-05,2024-05
CUST0423,2024-02-01,Basic,North America,Individual,28.11,0,621,53,0,653,2025-11-15,2024-02,2024-02
CUST0424,2022-10-01,Free,Europe,SMB,16.28,1,170,75,0,256,2023-06-14,2022-10,2022-10
CUST0425,2024-02-01,Pro,Africa,SMB,46.97,1,503,36,1,555,2025-08-09,2024-02,2024-02
CUST0426,2024-10-01,Enterprise,North America,SMB,17.21,2,60,95,0,76,2024-12-16,2024-10,2024-10
CUST0427,2022-07-01,Pro,Asia,Individual,5.82,2,92,75,0,180,2022-12-28,2022-07,2022-07
CUST0428,2022-04-01,Free,Africa,Individual,29.14,1,589,36,0,594,2023-11-16,2022-04,2022-04
CUST0429,2022-11-01,Free,North America,Individual,56.05,0,116,93,1,146,2023-03-27,2022-11,2022-11
CUST0430,2024-05-01,Free,Asia,SMB,31.53,2,333,37,0,401,2025-06-06,2024-05,2024-05
CUST0431,2024-12-01,Pro,Europe,Individual,42.17,2,90,64,0,129,2025-04-09,2024-12,2024-12
CUST0432,2024-01-01,Pro,Asia,Enterprise,42.87,1,425,97,1,454,2025-03-30,2024-01,2024-01
CUST0433,2023-09-01,Enterprise,North America,Individual,7.78,1,363,75,1,431,2024-11-05,2023-09,2023-09
CUST0434,2024-12-01,Basic,North America,Individual,18.81,1,440,99,0,515,2026-04-30,2024-12,2024-12
CUST0435,2022-10-01,Enterprise,Asia,SMB,35.12,4,313,69,0,319,2023-08-16,2022-10,2022-10
CUST0436,2025-01-01,Pro,LATAM,SMB,24.97,2,495,77,0,507,2026-05-23,2025-01,2025-01
CUST0437,2022-09-01,Free,LATAM,Individual,65.68,1,109,37,0,112,2022-12-22,2022-09,2022-09
CUST0438,2023-12-01,Pro,Europe,Individual,12.89,2,106,99,0,155,2024-05-04,2023-12,2023-12
CUST0439,2024-11-01,Basic,North America,Enterprise,18.63,1,569,26,1,571,2026-05-26,2024-11,2024-11
CUST0440,2024-11-01,Free,Asia,Individual,40.23,3,390,95,1,401,2025-12-07,2024-11,2024-11
CUST0441,2024-12-01,Basic,North America,Individual,23.7,0,106,29,1,170,2025-05-20,2024-12,2024-12
CUST0442,2023-06-01,Free,Africa,Enterprise,5.0,2,538,88,0,564,2024-12-16,2023-06,2023-06
CUST0443,2024-08-01,Basic,LATAM,Individual,69.82,0,193,22,0,242,2025-03-31,2024-08,2024-08
CUST0444,2023-12-01,Basic,Asia,SMB,15.66,2,38,63,1,114,2024-03-24,2023-12,2023-12
CUST0445,2023-11-01,Basic,Africa,Individual,45.1,2,204,89,0,220,2024-06-08,2023-11,2023-11
CUST0446,2024-08-01,Basic,North America,Individual,12.44,0,491,33,0,562,2026-02-14,2024-08,2024-08
CUST0447,2025-01-01,Basic,Asia,Individual,19.47,0,336,23,1,367,2026-01-03,2025-01,2025-01
CUST0448,2022-12-01,Basic,Europe,Individual,5.79,1,617,37,1,700,2024-10-31,2022-12,2022-12
CUST0449,2023-01-01,Basic,Africa,Individual,21.66,1,274,71,0,324,2023-11-21,2023-01,2023-01
CUST0450,2023-11-01,Basic,North America,Individual,23.4,3,151,57,1,167,2024-04-16,2023-11,2023-11
CUST0451,2024-01-01,Free,Asia,SMB,32.61,0,214,99,1,247,2024-09-04,2024-01,2024-01
CUST0452,2024-11-01,Basic,LATAM,Individual,28.29,2,61,39,1,95,2025-02-04,2024-11,2024-11
CUST0453,2024-06-01,Free,North America,Individual,9.05,1,598,63,0,621,2026-02-12,2024-06,2024-06
CUST0454,2023-05-01,Basic,Europe,Enterprise,25.57,3,339,70,0,392,2024-05-27,2023-05,2023-05
CUST0455,2023-08-01,Pro,LATAM,SMB,61.05,2,401,38,0,418,2024-09-22,2023-08,2023-08
CUST0456,2024-01-01,Basic,Europe,Individual,58.91,1,625,87,0,674,2025-11-05,2024-01,2024-01
CUST0457,2023-10-01,Basic,North America,Enterprise,43.2,4,85,85,0,130,2024-02-08,2023-10,2023-10
CUST0458,2023-01-01,Enterprise,North America,Individual,46.94,0,302,32,0,349,2023-12-16,2023-01,2023-01
CUST0459,2023-07-01,Pro,North America,Individual,72.09,6,493,81,1,525,2024-12-07,2023-07,2023-07
CUST0460,2024-12-01,Enterprise,LATAM,SMB,45.28,1,485,80,0,571,2026-06-25,2024-12,2024-12
CUST0461,2022-12-01,Pro,Asia,SMB,46.6,1,278,49,0,366,2023-12-02,2022-12,2022-12
CUST0462,2023-07-01,Free,North America,Individual,6.84,3,107,49,0,133,2023-11-11,2023-07,2023-07
CUST0463,2022-12-01,Free,Europe,Individual,14.97,0,563,70,0,563,2024-06-16,2022-12,2022-12
CUST0464,2022-09-01,Basic,Europe,SMB,34.41,3,137,67,0,221,2023-04-10,2022-09,2022-09
CUST0465,2022-07-01,Free,North America,Individual,20.47,3,302,52,0,360,2023-06-26,2022-07,2022-07
CUST0466,2024-04-01,Basic,Europe,Enterprise,17.04,6,44,93,0,53,2024-05-24,2024-04,2024-04
CUST0467,2023-02-01,Basic,Europe,Individual,19.12,1,399,38,0,423,2024-03-30,2023-02,2023-02
CUST0468,2024-07-01,Basic,Europe,Enterprise,9.38,0,333,90,0,416,2025-08-21,2024-07,2024-07
CUST0469,2023-07-01,Pro,Asia,SMB,20.76,3,234,76,0,290,2024-04-16,2023-07,2023-07
CUST0470,2023-04-01,Pro,North America,Enterprise,41.11,1,142,38,1,207,2023-10-25,2023-04,2023-04
CUST0471,2022-05-01,Basic,Asia,SMB,67.33,0,282,98,1,296,2023-02-21,2022-05,2022-05
CUST0472,2024-11-01,Pro,Asia,SMB,49.35,0,470,60,1,497,2026-03-13,2024-11,2024-11
CUST0473,2022-12-01,Basic,Asia,Individual,46.45,1,215,61,0,227,2023-07-16,2022-12,2022-12
CUST0474,2024-01-01,Pro,Asia,Individual,5.78,2,256,71,0,269,2024-09-26,2024-01,2024-01
CUST0475,2023-09-01,Free,Europe,Individual,37.15,6,557,23,1,622,2025-05-15,2023-09,2023-09
CUST0476,2024-12-01,Enterprise,LATAM,Enterprise,33.79,1,383,23,0,416,2026-01-21,2024-12,2024-12
CUST0477,2023-11-01,Pro,Asia,Enterprise,40.23,4,30,24,0,54,2023-12-25,2023-11,2023-11
CUST0478,2023-04-01,Basic,Europe,Individual,28.51,2,582,60,0,635,2024-12-26,2023-04,2023-04
CUST0479,2023-02-01,Free,LATAM,Individual,64.92,2,589,80,0,667,2024-11-29,2023-02,2023-02
CUST0480,2024-07-01,Basic,Asia,Individual,35.95,2,449,94,0,460,2025-10-04,2024-07,2024-07
CUST0481,2022-05-01,Free,North America,SMB,37.7,1,649,74,0,657,2024-02-17,2022-05,2022-05
CUST0482,2024-11-01,Free,North America,SMB,5.0,4,190,94,0,220,2025-06-09,2024-11,2024-11
CUST0483,2023-11-01,Basic,North America,SMB,33.08,3,190,32,0,267,2024-07-25,2023-11,2023-11
CUST0484,2024-05-01,Basic,LATAM,Enterprise,55.69,6,157,33,0,209,2024-11-26,2024-05,2024-05
CUST0485,2022-11-01,Pro,Asia,Individual,45.0,2,180,79,0,222,2023-06-11,2022-11,2022-11
CUST0486,2023-06-01,Enterprise,Africa,SMB,5.0,2,473,91,1,510,2024-10-23,2023-06,2023-06
CUST0487,2022-12-01,Basic,Asia,Individual,26.91,2,500,44,1,541,2024-05-25,2022-12,2022-12
CUST0488,2022-09-01,Basic,Europe,Individual,66.17,1,492,63,1,563,2024-03-17,2022-09,2022-09
CUST0489,2022-10-01,Free,North America,Individual,32.29,3,59,29,0,106,2023-01-15,2022-10,2022-10
CUST0490,2023-05-01,Pro,Asia,Individual,40.8,3,502,90,0,568,2024-11-19,2023-05,2023-05
CUST0491,2022-07-01,Basic,Asia,Enterprise,64.14,2,586,69,0,651,2024-04-12,2022-07,2022-07
CUST0492,2023-01-01,Enterprise,Africa,Individual,32.22,0,109,63,0,124,2023-05-05,2023-01,2023-01
CUST0493,2022-09-01,Pro,North America,SMB,49.24,3,68,33,1,150,2023-01-29,2022-09,2022-09
CUST0494,2024-03-01,Basic,Europe,Enterprise,42.41,2,269,34,1,284,2024-12-10,2024-03,2024-03
