Order ID,Order Date,Region,Category,Product,Quantity,Unit Price,Revenue,Cost,Profit
ORD-1309,2024-10-04,East,Home & Kitchen,Blender,5,89,449.87,310.41,139.46
ORD-1310,2024-09-02,South,Electronics,Smartphone,2,699,1589.65,1065.07,524.58
ORD-1311,2025-02-27,East,Health & Beauty,Skincare Kit,2,69,147.68,95.99,51.69
ORD-1312,2024-06-10,West,Health & Beauty,Vitamin Pack,2,39,79.15,56.99,22.16
ORD-1313,2024-10-21,East,Fashion,Shoes,1,119,130.14,96.3,33.84
ORD-1314,2024-08-25,North,Home & Kitchen,Lamp,2,59,113.25,82.67,30.58
ORD-1315,2024-02-07,West,Health & Beauty,Hair Dryer,3,99,316.16,221.31,94.85
ORD-1316,2024-01-10,East,Electronics,Tablet,3,499,1620.78,1150.75,470.03
ORD-1317,2025-06-20,West,Home & Kitchen,Lamp,3,59,178.8,130.52,48.28
ORD-1318,2024-04-25,East,Home & Kitchen,Lamp,3,59,179.28,130.87,48.41
ORD-1319,2024-01-15,East,Fashion,Backpack,2,79,159.46,121.19,38.27
ORD-1320,2025-02-19,West,Fashion,Shoes,4,119,526.06,389.28,136.78
ORD-1321,2024-07-08,South,Health & Beauty,Perfume,2,89,177.74,119.09,58.65
ORD-1322,2025-01-27,South,Health & Beauty,Perfume,3,89,260.32,174.41,85.91
ORD-1323,2024-01-12,East,Fashion,Backpack,1,79,79.35,60.31,19.04
ORD-1324,2025-04-21,East,Home & Kitchen,Lamp,5,59,293.61,214.34,79.27
ORD-1325,2024-11-14,North,Fashion,Jacket,5,159,943.54,669.91,273.63
ORD-1326,2024-05-16,West,Home & Kitchen,Lamp,5,59,337.67,246.5,91.17
ORD-1327,2025-04-27,South,Home & Kitchen,Blender,5,89,442.86,305.57,137.29
ORD-1328,2025-01-05,North,Electronics,Laptop,5,899,4778.24,3440.33,1337.91
ORD-1329,2024-07-26,South,Home & Kitchen,Air Fryer,5,149,682.12,477.48,204.64
ORD-1330,2024-07-29,West,Electronics,Headphones,1,149,172.51,108.68,63.83
ORD-1331,2025-06-09,West,Health & Beauty,Skincare Kit,5,69,358.82,233.23,125.59
ORD-1332,2024-11-11,North,Health & Beauty,Perfume,1,89,99.13,66.42,32.71
ORD-1333,2024-03-15,North,Health & Beauty,Perfume,1,89,95.59,64.05,31.54
ORD-1334,2024-03-02,North,Health & Beauty,Skincare Kit,3,69,224.8,146.12,78.68
ORD-1335,2024-05-18,West,Fashion,Watch,4,219,1032.55,702.13,330.42
ORD-1336,2025-01-21,West,Electronics,Smartphone,3,699,2495.41,1671.92,823.49
ORD-1337,2025-02-06,South,Home & Kitchen,Blender,1,89,80.13,55.29,24.84
ORD-1338,2025-04-19,West,Health & Beauty,Hair Dryer,2,99,230.68,161.48,69.2
ORD-1339,2024-06-07,East,Home & Kitchen,Blender,1,89,79.87,55.11,24.76
ORD-1340,2025-03-05,North,Home & Kitchen,Coffee Maker,1,129,136.48,90.08,46.4
ORD-1341,2024-02-04,West,Electronics,Smartphone,1,699,836.42,560.4,276.02
ORD-1342,2024-08-27,South,Electronics,Smartphone,5,699,3572.58,2393.63,1178.95
ORD-1343,2024-08-27,East,Fashion,Backpack,3,79,240.66,182.9,57.76
ORD-1344,2025-06-17,South,Health & Beauty,Perfume,3,89,257.73,172.68,85.05
ORD-1345,2024-06-28,West,Health & Beauty,Skincare Kit,3,69,206.72,134.37,72.35
ORD-1346,2025-01-25,East,Health & Beauty,Vitamin Pack,2,39,79.2,57.02,22.18
ORD-1347,2024-07-07,West,Home & Kitchen,Coffee Maker,3,129,380.92,251.41,129.51
ORD-1348,2024-05-27,West,Electronics,Headphones,4,149,763.81,481.2,282.61
ORD-1349,2024-05-17,West,Home & Kitchen,Air Fryer,2,149,342.32,239.62,102.7
ORD-1350,2024-03-21,West,Fashion,Shoes,5,119,673.03,498.04,174.99
ORD-1351,2024-07-14,North,Fashion,Watch,5,219,1127.77,766.88,360.89
ORD-1352,2024-03-15,South,Home & Kitchen,Lamp,2,59,110.28,80.5,29.78
ORD-1353,2024-12-06,East,Electronics,Smartphone,2,699,1407.57,943.07,464.5
ORD-1354,2024-04-30,West,Home & Kitchen,Coffee Maker,4,129,549.54,362.7,186.84
ORD-1355,2024-11-25,East,Health & Beauty,Vitamin Pack,5,39,214.74,154.61,60.13
ORD-1356,2024-11-11,East,Fashion,Watch,4,219,1029.64,700.16,329.48
ORD-1357,2025-04-25,East,Home & Kitchen,Air Fryer,3,149,464.46,325.12,139.34
ORD-1358,2024-08-14,South,Electronics,Tablet,5,499,2563.4,1820.01,743.39
ORD-1359,2025-03-03,East,Home & Kitchen,Coffee Maker,3,129,397.3,262.22,135.08
ORD-1360,2024-09-08,West,Fashion,Jacket,4,159,704.63,500.29,204.34
ORD-1361,2025-05-17,West,Home & Kitchen,Air Fryer,2,149,347.67,243.37,104.3
ORD-1362,2025-05-15,South,Electronics,Laptop,1,899,1001.17,720.84,280.33
ORD-1363,2024-02-19,North,Health & Beauty,Hair Dryer,2,99,215.0,150.5,64.5
ORD-1364,2024-06-03,North,Home & Kitchen,Lamp,3,59,172.36,125.82,46.54
ORD-1365,2025-05-09,West,Electronics,Laptop,5,899,5763.33,4149.6,1613.73
ORD-1366,2024-01-13,North,Fashion,Jacket,1,159,165.14,117.25,47.89
ORD-1367,2025-03-16,South,Electronics,Laptop,5,899,5071.63,3651.57,1420.06
ORD-1368,2024-07-15,East,Fashion,Jacket,4,159,670.6,476.13,194.47
ORD-1369,2025-02-19,West,Home & Kitchen,Coffee Maker,3,129,397.85,262.58,135.27
ORD-1370,2024-03-23,North,Electronics,Headphones,4,149,700.85,441.54,259.31
ORD-1371,2025-05-02,North,Electronics,Smartphone,1,699,858.44,575.15,283.29
ORD-1372,2025-03-20,East,Electronics,Laptop,2,899,2101.61,1513.16,588.45
ORD-1373,2025-05-01,East,Electronics,Laptop,3,899,3139.77,2260.63,879.14
ORD-1374,2024-02-03,South,Fashion,Shoes,2,119,237.88,176.03,61.85
ORD-1375,2025-02-11,North,Fashion,Backpack,5,79,431.42,327.88,103.54
ORD-1376,2025-02-02,East,Health & Beauty,Hair Dryer,1,99,101.74,71.22,30.52
ORD-1377,2024-12-20,North,Electronics,Headphones,2,149,309.25,194.83,114.42
ORD-1378,2024-12-14,West,Fashion,Shoes,3,119,368.62,272.78,95.84
ORD-1379,2025-04-06,West,Home & Kitchen,Air Fryer,5,149,791.64,554.15,237.49
ORD-1380,2025-03-18,South,Health & Beauty,Skincare Kit,5,69,356.15,231.5,124.65
ORD-1381,2024-09-09,North,Electronics,Tablet,2,499,1173.3,833.04,340.26
ORD-1382,2024-06-06,West,Fashion,Jacket,1,159,173.87,123.45,50.42
ORD-1383,2024-11-11,West,Fashion,Jacket,1,159,199.29,141.5,57.79
ORD-1384,2024-07-10,West,Health & Beauty,Vitamin Pack,1,39,43.29,31.17,12.12
ORD-1385,2024-12-28,North,Fashion,Watch,1,219,224.71,152.8,71.91
ORD-1386,2025-02-01,North,Home & Kitchen,Coffee Maker,4,129,527.94,348.44,179.5
ORD-1387,2024-10-02,East,Fashion,Watch,2,219,502.82,341.92,160.9
ORD-1388,2025-03-21,East,Health & Beauty,Perfume,4,89,367.38,246.14,121.24
ORD-1389,2025-01-04,East,Home & Kitchen,Lamp,5,59,277.16,202.33,74.83
ORD-1390,2025-04-13,North,Home & Kitchen,Air Fryer,1,149,150.9,105.63,45.27
ORD-1391,2024-12-06,West,Fashion,Watch,3,219,698.82,475.2,223.62
ORD-1392,2024-05-19,East,Fashion,Backpack,4,79,364.96,277.37,87.59
ORD-1393,2025-02-11,East,Fashion,Watch,5,219,1120.95,762.25,358.7
ORD-1394,2024-11-29,West,Fashion,Watch,3,219,824.73,560.82,263.91
ORD-1395,2024-07-23,South,Electronics,Headphones,2,149,310.27,195.47,114.8
ORD-1396,2024-10-25,North,Health & Beauty,Vitamin Pack,2,39,85.42,61.5,23.92
ORD-1397,2024-09-04,East,Home & Kitchen,Lamp,4,59,245.36,179.11,66.25
ORD-1398,2025-05-05,West,Health & Beauty,Skincare Kit,3,69,242.66,157.73,84.93
ORD-1399,2024-03-28,North,Home & Kitchen,Air Fryer,2,149,301.39,210.97,90.42
ORD-1400,2024-02-15,West,Fashion,Watch,1,219,255.51,173.75,81.76
ORD-1401,2024-09-21,South,Home & Kitchen,Lamp,3,59,172.22,125.72,46.5
ORD-1402,2025-05-27,South,Fashion,Shoes,4,119,537.07,397.43,139.64
ORD-1403,2025-03-01,North,Electronics,Smartphone,3,699,2479.2,1661.06,818.14
ORD-1404,2025-04-11,South,Health & Beauty,Perfume,4,89,383.74,257.11,126.63
ORD-1405,2025-04-08,East,Electronics,Tablet,1,499,570.11,404.78,165.33
ORD-1406,2024-04-27,North,Fashion,Shoes,2,119,259.21,191.82,67.39
ORD-1407,2024-09-06,South,Home & Kitchen,Air Fryer,5,149,722.78,505.95,216.83
ORD-1408,2025-04-18,South,Health & Beauty,Hair Dryer,2,99,204.09,142.86,61.23
ORD-1409,2025-03-18,West,Electronics,Smartphone,4,699,3386.36,2268.86,1117.5
ORD-1410,2025-02-02,North,Home & Kitchen,Coffee Maker,3,129,377.24,248.98,128.26
ORD-1411,2024-03-05,North,Home & Kitchen,Air Fryer,3,149,469.24,328.47,140.77
ORD-1412,2024-04-26,East,Health & Beauty,Perfume,5,89,487.73,326.78,160.95
ORD-1413,2025-02-05,North,Fashion,Jacket,4,159,673.29,478.04,195.25
ORD-1414,2024-10-31,North,Home & Kitchen,Air Fryer,1,149,160.18,112.13,48.05
ORD-1415,2024-04-29,South,Fashion,Backpack,5,79,424.11,322.32,101.79
ORD-1416,2024-05-21,West,Health & Beauty,Hair Dryer,4,99,466.83,326.78,140.05
ORD-1417,2024-06-26,South,Health & Beauty,Perfume,2,89,170.08,113.95,56.13
ORD-1418,2025-04-06,North,Fashion,Shoes,4,119,553.98,409.95,144.03
ORD-1419,2025-01-28,West,Health & Beauty,Vitamin Pack,4,39,163.68,117.85,45.83
ORD-1420,2025-03-30,West,Home & Kitchen,Blender,5,89,496.43,342.54,153.89
ORD-1421,2024-08-13,East,Electronics,Tablet,2,499,1104.31,784.06,320.25
ORD-1422,2024-06-21,West,Health & Beauty,Skincare Kit,5,69,369.2,239.98,129.22
ORD-1423,2025-01-10,North,Health & Beauty,Hair Dryer,4,99,416.67,291.67,125.0
ORD-1424,2024-09-10,East,Electronics,Headphones,3,149,516.65,325.49,191.16
ORD-1425,2024-03-30,West,Electronics,Smartphone,2,699,1662.11,1113.61,548.5
ORD-1426,2024-12-25,West,Home & Kitchen,Coffee Maker,2,129,247.48,163.34,84.14
ORD-1427,2024-03-01,East,Fashion,Backpack,3,79,245.29,186.42,58.87
ORD-1428,2024-10-26,East,Fashion,Shoes,2,119,253.46,187.56,65.9
ORD-1429,2025-02-25,North,Fashion,Backpack,2,79,172.44,131.05,41.39
ORD-1430,2024-11-25,South,Health & Beauty,Vitamin Pack,2,39,82.99,59.75,23.24
ORD-1431,2024-10-02,West,Health & Beauty,Vitamin Pack,1,39,44.78,32.24,12.54
ORD-1432,2024-04-05,West,Fashion,Jacket,4,159,725.04,514.78,210.26
ORD-1433,2024-12-01,North,Electronics,Headphones,3,149,463.43,291.96,171.47
ORD-1434,2025-02-11,South,Health & Beauty,Hair Dryer,4,99,398.42,278.89,119.53
ORD-1435,2024-10-17,East,Home & Kitchen,Lamp,3,59,176.61,128.93,47.68
ORD-1436,2024-02-19,North,Electronics,Headphones,1,149,173.95,109.59,64.36
ORD-1437,2024-06-10,West,Health & Beauty,Skincare Kit,4,69,293.26,190.62,102.64
ORD-1438,2024-05-15,East,Home & Kitchen,Air Fryer,1,149,155.8,109.06,46.74
ORD-1439,2024-09-13,North,Fashion,Backpack,1,79,87.6,66.58,21.02
ORD-1440,2024-11-08,South,Health & Beauty,Skincare Kit,1,69,76.96,50.02,26.94
ORD-1441,2025-05-03,North,Home & Kitchen,Coffee Maker,5,129,686.32,452.97,233.35
ORD-1442,2024-01-10,North,Fashion,Shoes,4,119,486.49,360.0,126.49
ORD-1443,2025-05-04,North,Home & Kitchen,Lamp,1,59,62.51,45.63,16.88
ORD-1444,2024-04-14,North,Fashion,Jacket,3,159,555.12,394.14,160.98
ORD-1445,2024-05-16,South,Electronics,Laptop,5,899,5133.7,3696.26,1437.44
ORD-1446,2025-03-26,East,Home & Kitchen,Coffee Maker,4,129,513.06,338.62,174.44
ORD-1447,2025-03-29,South,Electronics,Laptop,2,899,1929.52,1389.25,540.27
ORD-1448,2025-01-28,East,Health & Beauty,Perfume,2,89,181.5,121.6,59.9
ORD-1449,2024-03-27,South,Fashion,Shoes,3,119,378.68,280.22,98.46
ORD-1450,2025-06-05,South,Health & Beauty,Perfume,1,89,80.92,54.22,26.7
ORD-1451,2024-09-02,West,Health & Beauty,Skincare Kit,2,69,155.96,101.37,54.59
ORD-1452,2024-03-13,North,Fashion,Jacket,2,159,352.89,250.55,102.34
ORD-1453,2025-03-06,East,Home & Kitchen,Lamp,1,59,61.62,44.98,16.64
ORD-1454,2024-03-10,North,Fashion,Backpack,1,79,83.79,63.68,20.11
ORD-1455,2025-02-11,East,Health & Beauty,Vitamin Pack,4,39,165.91,119.46,46.45
ORD-1456,2024-06-05,East,Electronics,Tablet,1,499,522.04,370.65,151.39
ORD-1457,2024-07-27,South,Fashion,Watch,5,219,1059.27,720.3,338.97
ORD-1458,2024-03-08,East,Health & Beauty,Hair Dryer,1,99,106.86,74.8,32.06
ORD-1459,2025-03-20,North,Health & Beauty,Skincare Kit,3,69,220.02,143.01,77.01
ORD-1460,2024-06-28,North,Electronics,Smartphone,1,699,767.38,514.14,253.24
ORD-1461,2024-12-21,East,Home & Kitchen,Air Fryer,2,149,268.78,188.15,80.63
ORD-1462,2024-10-02,North,Electronics,Tablet,4,499,2432.68,1727.2,705.48
ORD-1463,2024-03-06,East,Electronics,Headphones,4,149,679.67,428.19,251.48
ORD-1464,2024-02-26,West,Home & Kitchen,Air Fryer,2,149,317.48,222.24,95.24
ORD-1465,2024-04-15,North,Home & Kitchen,Blender,1,89,90.84,62.68,28.16
ORD-1466,2024-01-13,South,Electronics,Headphones,3,149,467.55,294.56,172.99
ORD-1467,2024-06-02,South,Electronics,Headphones,2,149,304.15,191.61,112.54
ORD-1468,2025-03-02,East,Fashion,Shoes,5,119,648.21,479.68,168.53
ORD-1469,2025-05-29,North,Home & Kitchen,Coffee Maker,5,129,668.82,441.42,227.4
ORD-1470,2025-02-14,North,Health & Beauty,Perfume,3,89,283.88,190.2,93.68
ORD-1471,2025-04-12,North,Fashion,Backpack,3,79,266.29,202.38,63.91
ORD-1472,2024-11-07,South,Health & Beauty,Perfume,5,89,457.8,306.73,151.07
ORD-1473,2024-07-19,South,Home & Kitchen,Blender,4,89,337.25,232.7,104.55
ORD-1474,2024-12-20,North,Fashion,Shoes,4,119,466.12,344.93,121.19
ORD-1475,2024-11-10,North,Home & Kitchen,Coffee Maker,4,129,557.79,368.14,189.65
ORD-1476,2024-03-02,South,Fashion,Shoes,1,119,118.88,87.97,30.91
ORD-1477,2025-06-16,West,Fashion,Watch,1,219,230.04,156.43,73.61
ORD-1478,2025-06-01,South,Health & Beauty,Skincare Kit,5,69,319.45,207.64,111.81
ORD-1479,2025-03-21,South,Home & Kitchen,Air Fryer,3,149,418.42,292.89,125.53
ORD-1480,2025-02-06,East,Fashion,Watch,3,219,704.04,478.75,225.29
ORD-1481,2024-07-26,South,Electronics,Smartphone,1,699,744.32,498.69,245.63
ORD-1482,2025-04-22,East,Health & Beauty,Skincare Kit,5,69,379.08,246.4,132.68
ORD-1483,2024-07-31,West,Fashion,Watch,3,219,694.62,472.34,222.28
ORD-1484,2024-04-02,South,Fashion,Shoes,2,119,246.1,182.11,63.99
ORD-1485,2024-12-01,South,Electronics,Smartphone,3,699,2127.18,1425.21,701.97
ORD-1486,2024-02-20,East,Fashion,Backpack,1,79,79.7,60.57,19.13
ORD-1487,2025-04-08,South,Electronics,Headphones,1,149,163.58,103.06,60.52
ORD-1488,2024-05-23,North,Electronics,Laptop,2,899,2276.06,1638.76,637.3
ORD-1489,2025-02-14,East,Electronics,Tablet,1,499,575.96,408.93,167.03
ORD-1490,2024-03-07,South,Health & Beauty,Hair Dryer,1,99,97.09,67.96,29.13
ORD-1491,2024-12-05,North,Electronics,Headphones,1,149,163.52,103.02,60.5
ORD-1492,2025-03-19,West,Health & Beauty,Skincare Kit,4,69,307.15,199.65,107.5
ORD-1493,2024-06-25,East,Home & Kitchen,Coffee Maker,3,129,363.01,239.59,123.42
ORD-1494,2024-06-01,North,Home & Kitchen,Air Fryer,4,149,563.96,394.77,169.19
ORD-1495,2025-05-05,North,Electronics,Tablet,4,499,2525.37,1793.01,732.36
ORD-1496,2024-07-23,South,Electronics,Headphones,3,149,463.82,292.21,171.61
ORD-1497,2025-05-11,East,Fashion,Watch,3,219,767.17,521.68,245.49
ORD-1498,2024-11-22,South,Electronics,Tablet,1,499,562.27,399.21,163.06
ORD-1499,2025-04-28,East,Home & Kitchen,Coffee Maker,1,129,135.88,89.68,46.2
